ckey,lat,long,alt
D11_20190202_211438_9653,31.34845,-94.8875,3.52699711390564
D11_20190202_211438_9653,31.34629,-94.88181,3.45645717162753
D11_20190202_211438_9653,31.34419,-94.87673,3.38732802819498
D11_20190202_211438_9653,31.34216,-94.87218,3.31958146763108
D11_20190202_211438_9653,31.34013,-94.86786,3.25318983827846
D11_20190202_211438_9653,31.33803,-94.86384,3.18812604151289
D11_20190202_211438_9653,31.33646,-94.8599,3.12436352068263
D11_20190202_211438_9653,31.33561,-94.85702,3.06187625026898
D11_20190202_211438_9653,31.33436,-94.85634,3.0006387252636
D11_20190202_211438_9653,31.33417,-94.85459,2.94062595075833
D11_20190202_211438_9653,31.33293,-94.85475,2.88181343174316
D11_20190202_211438_9653,31.33253,-94.85315,2.8241771631083
